Date,Open,High,Low,Close,Volume
2015-01-02,24.746221847158793,24.757330444147875,23.8487017873135,24.288576126098633,212818400
2015-01-05,24.057537291404817,24.137514464137663,23.41772160447641,23.604333877563477,257142000
2015-01-06,23.668750467882738,23.866471260910128,23.24442721199078,23.60654640197754,263188400
2015-01-07,23.815386553981295,24.03754501696595,23.704307322488965,23.93757438659668,160423600
2015-01-08,24.26636314774089,24.915065278846953,24.148617770201092,24.857303619384766,237458000
2015-01-09,25.0305920482821,25.15944435551847,24.484082466998068,24.883968353271484,214798000
2015-01-12,25.01503173310232,25.02169621290902,24.17083095722124,24.270801544189453,198603200
2015-01-13,24.75512062115899,25.05947836279118,24.195281971843947,24.486309051513672,268367600
2015-01-14,24.224156850283055,24.546285914954115,24.104191087561126,24.39299774169922,195826400
2015-01-15,24.437434465022097,24.450763432351152,23.69542590483468,23.73097038269043,240056000
2015-01-16,23.777616704224478,23.899804519790266,23.371066366906675,23.546571731567383,314053200
2015-01-20,23.957564225054288,24.208604335161315,23.659872743076072,24.153064727783203,199599600
2015-01-21,24.204159340685063,24.67291374557186,24.0530915462912,24.33745574951172,194303600
2015-01-22,24.495188855122496,24.986158779800352,24.37522310007527,24.97060775756836,215185600
2015-01-23,24.94838711138706,25.27051608905417,24.77732420715968,25.099454879760742,185859200
2015-01-26,25.268298963710123,25.406037798361062,25.059471195287816,25.126117706298828,222460000
2015-01-27,24.9750536060997,24.988384266222994,24.221936564113278,24.246374130249023,382274800
2015-01-28,26.132491922200526,26.241350758304694,25.617084503173828,25.617084503173828,585908400
2015-01-29,25.84146934458718,26.479064669460453,25.672628457751323,26.41463851928711,337745600
2015-01-30,26.303559793952747,26.659012961114055,25.95921353189793,26.02808380126953,334982000
2015-02-02,26.225799913021184,26.47461623735488,25.788147591911834,26.354650497436523,250956400
2015-02-03,26.325774330486077,26.456846992487105,26.128053460560718,26.359098434448242,207662800
2015-02-04,26.325772839941987,26.772311739909934,26.283562197650888,26.561260223388672,280598800
2015-02-05,26.768682662651635,26.81552154981854,26.596946315658972,26.75084114074707,168984800
2015-02-06,26.768685106844938,26.819983953766112,26.418519895846156,26.525577545166016,174826400
2015-02-09,26.44082759720668,26.72854155083096,26.414062756617167,26.701778411865234,155559200
2015-02-10,26.80213369344804,27.243744041243854,26.799904567106204,27.21474838256836,248034000
2015-02-11,27.38202628395159,27.86155222597235,27.321807538499332,27.852630615234375,294247200
2015-02-12,28.11582172726745,28.43253306037097,28.00653493644324,28.205036163330078,297898000
2015-02-13,28.387923396573573,28.387923396573573,28.024376589451972,28.34331703186035,217088800
2015-02-17,28.434762454721298,28.744783005816736,28.307632435165495,28.510595321655273,252609600
2015-02-18,28.465983825128166,28.72247466222771,28.4258374184376,28.70909309387207,179566800
2015-02-19,28.655563159605954,28.778233207175422,28.622109239017583,28.64887237548828,149449600
2015-02-20,28.686788376316457,28.883060455322266,28.55966007295847,28.883060455322266,195793600
2015-02-23,28.999035235335292,29.663679122924805,28.918742433910285,29.663679122924805,283896400
2015-02-24,29.65030137339149,29.797505428827776,29.255528098629526,29.47856330871582,276912400
2015-02-25,29.34250936350478,29.351432677017822,28.581958540748293,28.724700927734375,298846800
2015-02-26,28.724700756115052,29.18861436185984,28.238485673214807,29.08824920654297,365150000
2015-02-27,28.994582482801793,29.121714208785342,28.60204166820385,28.65110969543457,248059200
2015-03-02,28.827297163536542,29.057023127860493,28.61541442209414,28.791610717773438,192386800
2015-03-03,28.762616822721085,28.887515972542232,28.568573911948544,28.851829528808594,151265200
2015-03-04,28.79384789282073,28.896442186882158,28.61988069571888,28.6689453125,126665200
2015-03-05,28.677866050476716,28.71578162559271,28.048906862742268,28.193880081176758,226068400
2015-03-06,28.637716045562854,28.854060444650134,28.16042259320177,28.23625373840332,291368400
2015-03-09,28.539587810298716,28.898676368147214,27.892785303343523,28.356698989868164,354114000
2015-03-10,28.19388408094818,28.3745420717025,27.611761997824523,27.770116806030273,275426400
2015-03-11,27.823641387774657,27.8281013430904,27.234828591930793,27.263822555541992,275756000
2015-03-12,27.27943957208842,27.85710172667376,27.12777554131156,27.75673484802246,193450800
2015-03-13,27.74558010024849,27.96861530732183,27.33965609143995,27.56492042541504,207309200
2015-03-16,27.629598495237378,27.86824607849121,27.40433418037639,27.86824607849121,143497200
2015-03-17,28.080124990000954,28.396834486317843,28.024366203961087,28.33438491821289,204092400
2015-03-18,28.325473518928288,28.807230420754014,28.184961940040978,28.653335571289062,261083600
2015-03-19,28.71579054290173,28.82730817607805,28.41469327365048,28.436996459960938,183238000
2015-03-20,28.604261958348598,28.637715874194154,27.915084065955917,28.080129623413086,274780400
2015-03-23,28.35223447305032,28.51504921175649,28.21841199535537,28.37230682373047,150838800
2015-03-24,28.37677161973604,28.55742790071318,28.227336729995056,28.256332397460938,131369200
2015-03-25,28.222871739731996,28.285321317558793,27.51807975769043,27.51807975769043,206620800
2015-03-26,27.379803020425417,27.852636579424896,27.344116569831844,27.70989418029785,190291600
2015-03-27,27.783496378525207,27.812490343592277,27.41325881028015,27.489089965820312,158184800
2015-03-30,27.66751780512906,28.191650195497832,27.65636536425211,28.184959411621094,188398800
2015-03-31,28.12251115415937,28.211725585913857,27.73666116163506,27.752273559570312,168362400
2015-04-01,27.83925195192856,27.90616318862663,27.455631158322962,27.712121963500977,162485600
2015-04-02,27.88609282221278,28.004301214594047,27.69874405729689,27.950773239135742,128880400
2015-04-06,27.76119313694559,28.43922038628098,27.729968343365062,28.403533935546875,148776000
2015-04-07,28.468218312182895,28.575274276033092,28.09798069323383,28.104671478271484,140049200
2015-04-08,28.06898054263557,28.191650587493417,27.87271017248661,28.013221740722656,149316800
2015-04-09,28.068985874921566,28.23180235615202,27.803575084499858,28.227340698242188,129936000
2015-04-10,28.091276116548894,28.37230087854898,27.937383022044312,28.347766876220703,160752000
2015-04-13,28.631029764719884,28.67563953079171,28.23848900731811,28.292016983032227,145460400
2015-04-14,28.325469811821563,28.3901502226733,28.08236226564899,28.16934585571289,102098400
2015-04-15,28.19387958733585,28.354463497065556,28.104665169737025,28.27640151977539,115881600
2015-04-16,28.16488625856008,28.34777506407189,28.126970680964327,28.140352249145508,113476000
2015-04-17,28.002069661598362,28.133659611037796,27.75896041204498,27.823640823364258,207828000
2015-04-20,28.0065359009731,28.57527475991472,27.91732146183797,28.45929718017578,188217200
2015-04-21,28.570813307159423,28.593114787416958,28.251871169925256,28.305400848388672,129740400
