Date,Open,High,Low,Close,Volume
2015-01-02,39.91315245990079,40.56325809590212,39.81050488855479,39.99869155883789,27913900
2015-01-05,39.66510359075149,39.97304971607498,39.56245597001333,39.630889892578125,39673900
2015-01-06,39.67364662264987,39.99014525430785,38.955106983812854,39.04920196533203,36447900
2015-01-07,39.331490410781676,39.74208409457034,38.91234411952407,39.54534149169922,29114100
2015-01-08,39.99013966088392,40.84554371780122,39.964478583370806,40.70867919921875,29645200
2015-01-09,40.72580675584163,40.90544090882414,40.118470373981324,40.36653518676758,23944200
2015-01-12,40.56326668142766,40.66591753760797,39.65654029359202,39.86183547973633,23651900
2015-01-13,40.17834087496565,40.98241973944024,39.39992309520679,39.65654373168945,35270600
2015-01-14,39.31436538696289,39.553880715702356,39.02352790879202,39.31436538696289,29719600
2015-01-15,39.53677854593511,39.6736430714099,38.84390005022088,38.903778076171875,32750800
2015-01-16,38.75837530361488,39.58811536907578,38.63861594424002,39.55390167236328,35695300
2015-01-20,39.605207260305704,39.90460063867831,38.980762689104594,39.682193756103516,36161900
2015-01-21,39.29726747202384,39.46834896333392,38.90378232618628,39.28015899658203,39081100
2015-01-22,39.67365141051583,40.32375722739159,39.41703077919931,40.31520462036133,35898000
2015-01-23,40.51194421140921,40.537605293706996,40.032916675499095,40.35797119140625,26211600
2015-01-26,40.203990882702804,40.31519432434634,39.5538852318562,40.21254348754883,42525500
2015-01-27,36.739606975146955,36.95345800147131,36.02106739617279,36.491539001464844,169164000
2015-01-28,36.559983515302996,36.60275308036907,35.20844307007622,35.23410415649414,84507100
2015-01-29,35.01170042655807,36.02963043182811,34.891944339244965,35.9355354309082,63585300
2015-01-30,35.542027702097926,35.567692035345935,34.51554247605512,34.55831527709961,78004900
2015-02-02,34.720857017088086,35.38807125674468,34.41291097936716,35.31108474731445,50352500
2015-02-03,35.610480325766765,35.86710095163727,35.114344287723256,35.584815979003906,52082400
2015-02-04,35.87565065574772,36.10661017927648,35.37951792095516,35.79011154174805,41614800
2015-02-05,36.115158560635074,36.47442668067478,35.80721259311112,36.3119010925293,36548200
2015-02-06,36.50865040599544,36.60274538722918,36.05528723798704,36.27769088745117,34616600
2015-02-09,36.132269112962526,36.5599711451263,36.10660477211957,36.23491668701172,31381100
2015-02-10,36.55999069730535,36.585651788764245,36.08096299038056,36.44023132324219,29670700
2015-02-11,36.48299277402143,36.48299277402143,36.106612813504064,36.25203323364258,38262500
2015-02-12,36.49154330094149,36.85936737060547,36.363231364785925,36.85936737060547,33268800
2015-02-13,37.10743081371499,37.52657699584961,36.910688262064994,37.52657699584961,40264900
2015-02-17,37.879793052596234,37.90563675330237,37.207827257264974,37.5438117980957,33695700
2015-02-18,37.586887386611224,37.64719154847332,37.380127912848074,37.500736236572266,27111700
2015-02-19,37.19921456154934,37.50073536384273,37.08721971227025,37.474891662597656,27603400
2015-02-20,37.48350626725238,37.80226059511786,37.29398030850927,37.785030364990234,29721100
2015-02-23,37.64719056904676,38.06931969109935,37.60411663831306,38.03486251831055,32518800
2015-02-24,38.03486024124805,38.164082025712915,37.83671425634113,37.98316955566406,25271700
2015-02-25,37.86256560098868,37.98317392823886,37.73334051531752,37.89702606201172,29759800
2015-02-26,37.89702463503233,38.10378082072443,37.81087348571869,37.95732879638672,28957300
2015-02-27,38.01762137805073,38.07792552103723,37.61271931543049,37.77640151977539,33807700
2015-03-02,37.62135316862073,38.06932939233588,37.517975051249884,37.802268981933594,31924000
2015-03-03,37.52658601003207,37.759189202905915,37.121683790622356,37.28536605834961,31748600
2015-03-04,37.052770852828154,37.225069916506015,36.940779254819155,37.095848083496094,25748700
2015-03-05,37.10444792888641,37.25090322943361,36.88907499998118,37.13890838623047,23193500
2015-03-06,37.044144403759944,37.13890901990797,36.31187774752001,36.49279022216797,36248800
2015-03-09,36.34633261763288,37.15613689610729,36.34633261763288,36.9149169921875,32108000
2015-03-10,36.48417318241438,36.794310728744335,36.20849609375,36.20849609375,39159700
2015-03-11,36.449710520954255,36.50139791333725,36.04480842019615,36.1654167175293,32215300
2015-03-12,35.60546549418815,35.881142667849765,35.20056320760279,35.338401794433594,59992500
2015-03-13,35.062718159765986,35.72606726363241,34.985183763565225,35.64853286743164,58007700
2015-03-16,35.72606591799889,35.87251794623388,35.56238037311225,35.8036003112793,35273500
2015-03-17,35.639911931835144,36.036200625044884,35.450385986035855,35.9242057800293,31673400
2015-03-18,35.69161846735994,36.897708738837665,35.60547057068222,36.6134147644043,44194800
2015-03-19,36.40664050016873,36.690934359723464,36.3721833272202,36.43248748779297,33879100
2015-03-20,36.665084510814836,37.02690941358449,36.604780360353224,36.94076156616211,71904500
2015-03-23,36.94076462148606,37.15613754418495,36.854613480608506,36.92353439331055,26246100
2015-03-24,36.85461119108026,37.19059240380548,36.828767493587485,36.95799255371094,25513300
2015-03-25,36.97523432377641,36.98385108394971,35.70022658361148,35.71745681762695,43469900
