Date,Open,High,Low,Close,Volume
2024-06-10,9487.314077524039,9689.256486849548,9475.37659519938,9673.33984375,8032100
2024-06-11,9761.876749510357,9806.64231088078,9606.689470092888,9618.626953125,7524700
2024-06-12,9663.391910845872,9775.803202376199,9601.714919032773,9652.44921875,6161700
2024-06-13,9878.266695501177,10047.381029663835,9721.08984375,9721.08984375,13204500
2024-06-14,9730.042790648205,10166.755681466584,9713.131357518565,10047.380859375,16475500
2024-06-17,9940.938017520226,10146.859579576334,9773.813271503674,10067.2763671875,10275600
2024-06-18,10231.416419753086,10315.973580246913,9932.979382716048,10072.25,7638300
2024-06-19,10291.10431263371,10495.036297562652,10092.146278556693,10171.7294921875,11577500
2024-06-20,10146.859715505632,10266.23453568805,10062.302551209752,10156.8076171875,6017800
2024-06-21,10107.068617908788,10315.97456375139,9774.808684997219,9837.48046875,16716800
2024-06-24,9743.969665349827,9992.667206578766,9690.250996444376,9919.052734375,9843500
2024-06-25,9699.204059308337,9909.104783053368,9591.766722035998,9886.224609375,10468000
2024-06-26,10112.04155832095,10121.989459509658,9931.98454680535,10042.40625,7056600
2024-06-27,10007.588980405155,10112.041946900437,9962.823423335749,10082.1982421875,5010100
2024-06-28,10226.443195831329,10435.349136602203,10176.703686123978,10335.8701171875,9147300
2024-07-01,10405.504951139339,10574.61927634906,10365.71334520764,10450.2705078125,7014400
2024-07-02,10375.661314240226,10514.93193590788,10266.23439721564,10495.0361328125,6251300
2024-07-03,10549.750468439835,10674.099248124416,10430.375639942638,10649.2294921875,7332000
2024-07-04,10858.134848096097,11131.7021484375,10544.775940432306,11131.7021484375,12169200
2024-07-05,11101.858170935413,11256.050645531737,11022.274958240536,11166.51953125,10489000
2024-07-08,11335.633926838398,11549.513812250443,11206.311205426464,11211.28515625,12282700
2024-07-09,11355.529768921835,11748.471885323423,11265.99865379236,11668.888671875,13425200
2024-07-10,11599.253179505815,11818.107013081397,11539.565770348838,11763.3935546875,10635300
2024-07-11,11987.22214257157,12116.544871080643,11748.47248993944,11857.8994140625,10596100
2024-07-12,11723.602958568727,11778.316421676174,11325.686863241828,11335.634765625,13524000
2024-07-16,11474.905442252462,11584.332368879925,11350.556661993984,11365.478515625,6061200
2024-07-17,11445.060959191826,11519.670222289555,11196.363415532724,11285.89453125,6408700
2024-07-18,10594.515625,10793.473664906103,10569.645870011736,10594.515625,9269400
2024-07-19,10574.619942502675,10644.255257269862,10400.531655584711,10455.2451171875,6305000
2024-07-22,10485.088482142857,10569.64564732143,10385.609464285715,10445.296875,4448000
2024-07-23,10549.749661307804,10569.645464535164,10211.52100644268,10325.921875,4927200
2024-07-24,10320.94785619255,10440.322674770197,10206.54698838897,10281.15625,4511800
2024-07-25,9748.943685764816,9780.776971269353,9314.220380593466,9316.2099609375,16529200
2024-07-26,9253.53921088981,9378.882786526461,9079.450911394464,9126.2060546875,13353500
2024-07-29,9261.496528170961,9494.27742909384,9206.783068552335,9334.1162109375,10658500
2024-07-30,9152.070446966438,9266.471327553518,9085.419499146137,9247.5703125,7689400
2024-07-31,8944.15845829752,9149.085234230039,8837.71590963354,9114.267578125,15427000
2024-08-01,8754.154277469315,8759.128228763333,8460.691151122333,8510.4306640625,15878200
2024-08-02,7955.33721287722,8055.811022868542,7735.488579133833,7827.00927734375,17731700
2024-08-05,7207.25493850708,7361.447418212891,6334.823940429687,6366.6572265625,23784300
2024-08-06,6963.53134095702,7229.140322104952,6769.547253601789,7134.63525390625,21353000
2024-08-07,6875.9894121155885,7728.524557686054,6854.104029148785,7504.69677734375,19808200
2024-08-08,7606.165902918755,7649.936671912794,7080.9166749902815,7197.30712890625,25575300
2024-08-09,7510.665747160401,7901.618282078816,7458.936658570687,7548.4677734375,25532400
2024-08-13,7669.832281154798,7908.581924147943,7621.087562377031,7836.95703125,18972300
2024-08-14,7986.175597733263,8152.305558473355,7883.712208773805,7972.24853515625,17547100
2024-08-15,8012.040074608563,8254.768877464845,7994.133851447034,8144.34716796875,15998800
2024-08-16,8505.456563193417,8632.789714080991,8279.639178416235,8405.9775390625,16864600
2024-08-19,8304.508354418429,8620.851629059669,8212.987658610273,8231.888671875,18481500
2024-08-20,8455.716188584662,8554.200412428178,8338.33095208431,8483.5703125,15548900
2024-08-21,8386.081202047793,8538.28409930916,8347.284385098817,8484.5654296875,13655600
2024-08-22,8403.98791567696,8502.472149063798,8274.665184966969,8376.1337890625,13529200
2024-08-23,8381.106846124912,8476.606698614882,8257.752869992035,8429.8515625,11930000
2024-08-26,8455.717136548914,8480.58689283288,8347.284999150816,8465.6650390625,9312200
2024-08-27,8381.10726877616,8602.945478976408,8364.195835711567,8496.5029296875,13930500
2024-08-28,8493.51892717383,8531.320955662073,8261.732805127509,8301.5244140625,12549600
2024-08-29,8168.22206905358,8204.034515099851,8090.6284359533265,8102.56591796875,16381200
2024-08-30,8227.910022749666,8375.13897733399,8217.962120412887,8361.2119140625,11897400
2024-09-02,8495.508049703012,8559.174620567297,8346.289524239844,8436.8154296875,9465300
2024-09-03,8470.6382229087,8510.429829358065,8389.0654296875,8389.0654296875,6911400
2024-09-04,7921.514715081207,7976.228178515776,7669.832783282193,7740.462890625,15306200
2024-09-05,7676.7956055060895,7867.79531475284,7652.920641850246,7805.12353515625,12667600
2024-09-06,7857.847699452882,7890.675775675435,7587.264768163961,7667.8427734375,10185100
2024-09-09,7371.395431256704,7656.9002205644865,7358.463158570288,7651.92626953125,11156800
2024-09-10,7802.13916015625,7837.951605619162,7674.80602073256,7802.13916015625,10567500
2024-09-11,7799.154674403098,7910.5711697517145,7726.5349943990905,7832.9775390625,11458700
2024-09-12,8254.769174172794,8502.471936810662,8229.899418887868,8455.716796875,16832100
2024-09-13,8490.534679264852,8499.487791404674,8307.493275517374,8385.0869140625,11415000
2024-09-17,8295.555411911384,8327.388698058545,8011.045416971145,8125.4462890625,11177500
